Index	Type	Description         	TileX	TileY	x	y	z	heading	qual	owner	link	flags
421	396	   an_inventory_trap	-1	-1	7	7	14	180	22	54	1008	5
422	150	        a_lit_candle	-1	-1	1	5	127	225	58	7	152	3
423	128	              a_sack	-1	-1	1	3	2	180	53	38	512	14
424	380	            a_switch	-1	-1	3	5	58	90	52	38	552	0
425	4	        a_shortsword	-1	-1	1	1	5	180	10	1	544	4
426	325	              a_door	-1	-1	0	0	32	45	23	5	9	0
427	86	a_mountainman_mountainmen	-1	-1	0	5	10	45	0	32	512	3
428	234	        a_Corp_stone	-1	-1	7	5	11	315	3	3	736	0
429	256	               a_key	-1	-1	1	0	77	135	40	57	15	3
430	241	         a_Jux_stone	-1	-1	7	7	11	225	30	6	15	7
431	345	              a_beam	-1	-1	6	3	43	180	30	54	1000	3
432	406	ออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออ 	-1	-1	5	3	124	45	42	14	962	15
433	116	       a_deep_lurker	-1	-1	7	0	73	270	7	9	525	8
